CmteID,Cycle,PACShort,Affiliate,Ultorg,RecipID,RecipCode,FECCandID,Party,PrimCode,Source,Sensitive,Foreign,Active
C00267849,1994,Allied Pilots Assn,,Allied Pilots Assn,C00267849,PL,,,LT100,Phone,N,0,1
C00267955,1994,Western Farmers Electric Cooperative,,Western Farmers Electric Cooperative,C00267955,PB,,,E1610,Duns,N,0,1
C00268300,1994,Satellite Broadcasting & Communications Assn,,Satellite Broadcasting & Communications Assn,C00268300,PB,,,C2200,Name,N,0,1
C00268326,1994,Polyisocyanurate Insulation Mfrs Assn,,Polyisocyanurate Insulation Mfrs Assn,C00268326,PB,,,B5400,Name,N,0,1
C00268334,1994,National Jewish Democratic Council,,National Jewish Democratic Council,C00268334,PI,,,J5100,Phone,N,0,1
C00268904,1994,Trinity Industries,,Trinity Industries,C00268904,PB,,,T5200,S&P94,Y,0,1
C00269241,1994,Republican Liberty Federal Campaign Fund,,Republican Liberty Federal Campaign Fund,C00269241,PI,,,J1100,Phone,N,0,1
C00269258,1994,DiFrancesco '93,State Sen. Don DiFrancesco (R-NJ),DiFrancesco '93,C00269258,PI,,R,J2500,Phone,N,0,1
C00269407,1994,Future Leaders PAC,Jerry Lewis (R-Calif),Future Leaders PAC,C00269407,PI,,R,J2200,Phone,N,0,1
C00269498,1994,California College Republicans,,California College Republicans,C00269498,PI,,,J1100,Name,N,0,1
C00269779,1994,Lone Star Fund,Martin Frost (D-Texas),Lone Star Fund,C00269779,PI,,D,J2100,Kent,N,0,1
C00270280,1994,Mid-American Waste Systems,,Mid-American Waste Systems,C00270280,PB,,,E3000,S&P94,N,0,1
C00270421,1994,Stimson Lane Ltd,UST Inc,UST Inc,C00270421,PB,,,G2820,S&P94,N,0,1
C00270439,1994,Your Pro-Choice Voter Guide,,Your Pro-Choice Voter Guide,C00270439,PI,,,J7150,Name,N,0,1
C00270520,1994,North American Insulation Manufacturers Assn,,North American Insulation Manufacturers Assn,C00270520,PB,,,B5400,Name,N,0,1
C00270702,1994,Sizzler International Inc,,Sizzler International Inc,C00270702,PB,,,G2900,S&P94,N,0,1
C00270967,1994,NE & Western Pennsylvania Blue Cross,Blue Cross/Blue Shield,Blue Cross/Blue Shield,C00270967,PB,,,F3200,Name,N,0,1
C00271007,1994,Employers Health Insurance,,Employers Health Insurance,C00271007,PB,,,F3100,Duns,N,0,1
C00271338,1994,AmeriPAC: The Fund for a Greater America,Steny H. Hoyer (D-Md),AmeriPAC: The Fund for a Greater America,C00271338,PI,,D,J2100,JFG,N,0,1
C00271361,1994,California Energy,,California Energy,C00271361,PB,,,E1500,S&P94,N,0,1
C00271817,1994,Vectra Technologies Inc,,Vectra Technologies Inc,C00271817,PB,,,E3000,S&P94,Y,0,1
C00272104,1994,John Quincy Adams Society,,John Quincy Adams Society,C00272104,PI,,,G1300,Web,N,0,1
C00272724,1994,"Maynard, Cooper et al",,"Maynard, Cooper et al",C00272724,PB,,,K1000,Duns,N,0,1
C00272880,1994,KeyCorp,KeyCorp,KeyCorp,C00272880,PB,,,F1100,S&P94,N,0,1
C00273003,1994,American Assn of Clinical Urologists,,American Assn of Clinical Urologists,C00273003,PB,,,H1130,Name,N,0,1
C00273011,1994,Central Coast Campaign '92,,Central Coast Campaign '92,C00273011,PU,, ,Y0000,,N,0,1
C00273136,1994,"Olsson, Frank & Weeda",,"Olsson, Frank & Weeda",C00273136,PB,,,K1000,WashReps,Y,0,1
C00273292,1994,Rural Americans for Fairness,,Rural Americans for Fairness,C00273292,PI,,,J9000,Nexis,N,0,1
C00273706,1994,Choice PAC,,Choice PAC,C00273706,PU,, ,Y0000,,N,0,1
C00273714,1994,Hispanic Women's Leadership Alliance,,Hispanic Women's Leadership Alliance,C00273714,PI,,,J7500,Name,N,0,1
C00273961,1994,Connecticut Cncl On Occ Safety & Health,,Connecticut Cncl On Occ Safety & Health,C00273961,PO,,,X4000,WebEC,N,0,1
C00274035,1994,Rotary Power International,,Rotary Power International,C00274035,PB,,,D4000,S&P94,Y,0,1
C00274159,1994,Scrap PAC,,Scrap PAC,C00274159,PB,,,M2400,Name,N,0,1
C00274233,1994,National Cmte for Conservative Political Action,,National Cmte for Conservative Political Action,C00274233,PI,,,J1100,Name,N,0,1
C00274274,1994,Alabama Solution,,Alabama Solution,C00274274,PI,,,J7400,Phone,N,0,1
C00274431,1994,United HealthCare Corp,,United HealthCare Corp,C00274431,PB,,,H3700,S&P94,N,0,1
C00274464,1994,Agents for Good Government,,Agents for Good Government,C00274464,PB,,,F3100,OS92,N,0,1
C00274480,1994,Freedom Leadership PAC,,Freedom Leadership PAC,C00274480,PI,,,J1100,Nexis,N,0,1
C00274498,1994,Space Coast Family Forum,,Space Coast Family Forum,C00274498,PU,, ,Y0000,,N,0,1
C00274647,1994,Business Interested in Government,,Business Interested in Government,C00274647,PU,, ,Y0000,,N,0,1
C00274688,1994,Lavender Message Project,,Lavender Message Project,C00274688,PU,, ,Y0000,,N,0,1
C00274944,1994,College of American Pathologists,,College of American Pathologists,C00274944,PB,,,H1130,Name,N,0,1
C00275123,1994,Diagnostic/Retrieval Systems Inc,,Diagnostic/Retrieval Systems Inc,C00275123,PB,,,D3000,S&P94,N,0,1
C00275149,1994,Americans for Change/ASDC,,Americans for Change/ASDC,C00275149,PU,, ,Y0000,,N,0,1
C00275214,1994,US India Political Action Forum,,US India Political Action Forum,C00275214,PI,,,J7500,Name,N,0,1
C00275222,1994,Gold Fields Mining Corp,,Gold Fields Mining Corp,C00275222,PB,,,E1200,Name,N,0,1
C00275230,1994,Zions Bancorp,,Zions Bancorp,C00275230,PB,,,F1100,S&P96,N,0,1
C00275289,1994,Life Action Cmte,,Life Action Cmte,C00275289,PU,, ,Y0000,,N,0,1
C00275297,1994,Citizen Action of New York,,Citizen Action of New York,C00275297,PI,,,J3000,Name,N,0,1
C00275446,1994,Montana Hunters-Anglers PAC,,Montana Hunters-Anglers PAC,C00275446,OB,H8MT01018,,E4000,File,N,0,1
C00275479,1994,Ohio Democratic Party Victory 92 Fund,,Ohio Democratic Party Victory 92 Fund,C00275479,DP,S4OH00010,D,Z4200,Report,N,0,1
C00275529,1994,Cash America International,,Cash America International,C00275529,PB,,,F1420,wda17,Y,0,1
C00275537,1994,Farmers & Ranchers 92,,Farmers & Ranchers 92,C00275537,PB,,,A0000,Name,N,0,1
C00275651,1994,Committee to Out Bush,,Committee to Out Bush,C00275651,PU,, ,Y0000,,N,0,1
C00275917,1994,Taiwanese American PAC,,Taiwanese American PAC,C00275917,PI,,,J7500,Name,N,0,1
C00276006,1994,Students for Deficit Reduction,,Students for Deficit Reduction,C00276006,PU,, ,Y0000,NoWeb,N,0,1
C00276014,1994,Arts PAC,,Arts PAC,C00276014,PI,,,J9000,Name,N,0,1
C00276030,1994,TL James & Co,,TL James & Co,C00276030,PB,,,B1200,S&P94,N,0,1
C00276246,1994,IBEW Local 11,International Brotherhood of Electrical Workers,International Brotherhood of Electrical Workers,C00276246,PL,,,LC150,Name,N,0,1
C00276261,1994,Ancient Forest PAC,,Ancient Forest PAC,C00276261,PU,, ,Y0000,,N,0,1
C00276360,1994,Association of Medical Equipment Suppliers,,Association of Medical Equipment Suppliers,C00276360,PB,,,H4100,Name,N,0,1
C00276485,1994,Wyoming ACRE,National Rural Electric Cooperative Assn,National Rural Electric Cooperative Assn,C00276485,PB,,,E1610,Name,N,0,1
C00276592,1994,International Bank of Commerce,,International Bank of Commerce,C00276592,PB,,,F1100,S&P94,N,0,1
C00276600,1994,Melville Corp,,Melville Corp,C00276600,PB,,,G4000,S&P94,Y,0,1
C00276626,1994,Nutritional Health Alliance,,Nutritional Health Alliance,C00276626,PB,,,H4000,Phone,N,0,1
C00276774,1994,Posthumus Victory Fund USA,State Sen. Dick Posthumus (R-MI),Posthumus Victory Fund USA,C00276774,PI,,R,J2500,Phone,N,0,1
C00276782,1994,EnviroSource Inc,,EnviroSource Inc,C00276782,PB,,,E3000,S&P94,N,0,1
C00276956,1994,OrNda Healthcorp,,OrNda Healthcorp,C00276956,PB,,,H2100,WebAM,N,0,1
C00276998,1994,Association for Health Care Reform,,Association for Health Care Reform,C00276998,PI,,,JH100,Phone,N,0,1
C00277012,1994,Lone Star Industries,,Lone Star Industries,C00277012,PB,,,B5100,S&P94,N,0,1
C00277020,1994,Abraham Lincoln PAC,,Abraham Lincoln PAC,C00277020,PU,, ,Y0000,,N,0,1
C00277046,1994,Committee for Responsible Labor-Mgmt Relation,,Committee for Responsible Labor-Mgmt Relation,C00277046,PU,, ,Y0000,,N,0,1
C00277095,1994,Democrats & Independents for Life,,Democrats & Independents for Life,C00277095,OI,,,J7120,Name,N,0,1
C00277129,1994,Maryland Coalition to Stop Ethnic Cleans,,Maryland Coalition to Stop Ethnic Cleans,C00277129,PU,, ,Y0000,,N,0,1
C00277152,1994,Rogers Group,,Rogers Group,C00277152,PB,,,B1000,S&P94,Y,0,1
C00277509,1994,Republican Majority Coalition,,Republican Majority Coalition,C00277509,PI,,,J1100,Name,N,0,1
C00277517,1994,Vought Aircraft,,Vought Aircraft,C00277517,PB,,,D2000,Duns,Y,0,1
C00277608,1994,Citizens for Responsible Government,,Citizens for Responsible Government,C00277608,PI,,,J9000,WebAM,N,0,1
C00277657,1994,Wake Up America Cmte,,Wake Up America Cmte,C00277657,PU,, ,Y0000,,N,0,1
C00277855,1994,Teamsters Local 63,Teamsters Union,Teamsters Union,C00277855,PL,,,LT300,Name,N,0,1
C00277889,1994,Bacardi Corp,,Bacardi Corp,C00277889,PB,,,G2820,S&P94,N,1,1
C00277897,1994,People! Peace! Progress!,,People! Peace! Progress!,C00277897,PI,, ,J1200,Name,N,0,1
C00277905,1994,"Pirtle, Morisset et al",,"Pirtle, Morisset et al",C00277905,PB,,,K1000,Duns,N,0,1
C00277954,1994,Penn AG Democrats,,Penn AG Democrats,C00277954,PI,,,J1200,Name,N,0,1
C00278036,1994,National Muslims for a Better America,,National Muslims for a Better America,C00278036,PI,,,J7500,WebEC,N,0,1
C00278101,1994,Gun Owners of America,,Gun Owners of America,C00278101,PI,,,J6200,Name,N,0,1
C00278168,1994,Nordic Power Inc,,Nordic Power Inc,C00278168,PB,, ,Y0000,,N,0,1
C00278267,1994,Catoosa Taxpayer's Alliance,,Catoosa Taxpayer's Alliance,C00278267,PU,, ,Y0000,,N,0,1
C00278275,1994,Family Express Corp,,Family Express Corp,C00278275,PB,,,G4300,Phone,Y,0,1
C00278325,1994,Qualmed Inc,,Qualmed Inc,C00278325,PB,,,H3700,S&P94,N,0,1
C00278390,1994,San Francisco Lawyers Cmte/Better Govt,,San Francisco Lawyers Cmte/Better Govt,C00278390,PB,,,K1000,Name,N,0,1
C00278424,1994,New York League of Conservation Voters,League of Conservation Voters,League of Conservation Voters,C00278424,PI,,,JE300,Name,N,0,1
C00278499,1994,Project 51/96,,Project 51/96,C00278499,PU,, ,Y0000,,N,0,1
C00278580,1994,Washington Wine Institute,,Washington Wine Institute,C00278580,PB,,,G2820,Name,N,0,1
C00278606,1994,Georgia 1992 Cmte,,Georgia 1992 Cmte,C00278606,RP,S2GA00035,R,Z4100,,N,0,1
C00278689,1994,Albanian American PAC,,Albanian American PAC,C00278689,PI,,,J7500,Name,N,0,1
C00278713,1994,Environmental & Political Reform PAC,,Environmental & Political Reform PAC,C00278713,PI,,,JE300,Name,N,0,1
C00278796,1994,Government Securities Corp of Texas Inc,,Government Securities Corp of Texas Inc,C00278796,PB,,,F2100,Duns,N,0,1
C00278838,1994,Focus 20-20,,Focus 20-20,C00278838,PU,, ,Y0000,,N,0,1
C00278861,1994,American Medical International Inc,,American Medical International Inc,C00278861,PB,,,H2100,S&P94,N,0,1
C00278895,1994,"Nelson, Mullins et al",,"Nelson, Mullins et al",C00278895,PB,,,K1000,MartHubb,N,0,1
C00279034,1994,Henry J Nowak PAC,ex-Rep. Henry J. Nowak (D-NY),Henry J Nowak PAC,C00279034,PI,,D,J2300,JFG,N,0,1
C00279091,1994,Chvala Campaign Cmte,,Chvala Campaign Cmte,C00279091,PU,, ,Y0000,,N,0,1
C00279133,1994,Mille Lacs Band of Ojibwe,,Mille Lacs Band of Ojibwe,C00279133,PB,,,G6550,Phone,N,0,1
C00279141,1994,TIGAAR,,TIGAAR,C00279141,PU,, ,Y0000,,N,0,1
C00279174,1994,New Bedford Panoramex,,New Bedford Panoramex,C00279174,PB,,,C5300,WAA17,N,0,1
C00279182,1994,Friends of Ferris,,Friends of Ferris,C00279182,PB,,,H5100,Report,N,0,1
C00279216,1994,Patrick Media Group,,Patrick Media Group,C00279216,PB,,,G5230,Duns,N,0,1
C00279224,1994,Apache Corp,,Apache Corp,C00279224,PB,,,E1120,S&P94,N,0,1
C00279232,1994,US Women PAC,,US Women PAC,C00279232,PU,, ,Y0000,NoWeb,N,0,1
C00279331,1994,CONSOL Energy,,CONSOL Energy,C00279331,PB,,,E1210,Hvr04,N,0,1
C00279380,1994,Marine Engineers Beneficial Assn/Dist 1,Marine Engineers Beneficial Assn,Marine Engineers Beneficial Assn,C00279380,PL,,,LT500,Name,N,0,1
C00279448,1994,Private Citizens with a Message,,Private Citizens with a Message,C00279448,PU,P20000642, ,Y0000,,N,0,1
C00279455,1994,Zeneca Inc,,Zeneca Inc,C00279455,PB,,,M1500,S&P94,Y,1,1
C00279489,1994,"Climaco, Climaco et al",,"Climaco, Climaco et al",C00279489,PB,,,K1000,Phone,N,0,1
C00279505,1994,Rain & Hail Insurance Society,,Rain & Hail Insurance Society,C00279505,PB,,,A4000,Phone,N,0,1
C00279588,1994,Marvin's List,,Marvin's List,C00279588,PI,, ,Y0000,,N,0,1
C00279604,1994,Advanta Corp,,Advanta Corp,C00279604,PB,,,F1400,S&P94,N,0,1
C00279653,1994,Georgia Gun Owners PAC,,Georgia Gun Owners PAC,C00279653,PI,,,J6200,Name,N,0,1
C00279679,1994,Breaux-Conrad-Krueger Joint Fundraising,,Breaux-Conrad-Krueger Joint Fundraising,C00279679,DP,S6LA00037,D,Z4200,,N,0,1
C00279737,1994,Operating Engineers Local 99,Operating Engineers Union,Operating Engineers Union,C00279737,PL,,,LB100,Name,N,0,1
C00279760,1994,Brian Boyle Recognition Cmte,,Brian Boyle Recognition Cmte,C00279760,RP,,R,Z4100,Rept,N,0,1
C00279786,1994,Vitas Healthcare,,Vitas Healthcare,C00279786,PB,,,H3100,Duns,N,0,1
C00279794,1994,1993 Republican Senate/House Dinner Cmte,1993 Republican Senate/House Dinner Cmte,1993 Republican Senate/House Dinner Cmte,C00279794,RP,,R,Z4100,Report,N,0,1
C00279828,1994,Textile Rental Services Assn of America,,Textile Rental Services Assn of America,C00279828,PB,,,G5500,Name,N,0,1
C00279836,1994,Arizona Orthopaedic Society,American Academy of Orthopaedic Surgeons,American Academy of Orthopaedic Surgeons,C00279836,PB,,,H1130,Name,N,0,0
C00280008,1994,"Akerman, Senterfitt & Eidson",,"Akerman, Senterfitt & Eidson",C00280008,PB,,,K1000,,N,0,1
C00280057,1994,Susan B Anthony List,,Susan B Anthony List,C00280057,PI,,,J7120,Flyer,N,0,1
C00280172,1994,Pennsylvania Action PAC,,Pennsylvania Action PAC,C00280172,PU,, ,Y0000,,N,0,1
C00280222,1994,KPMG Peat Marwick,,KPMG Peat Marwick,C00280222,PB,,,F5100,Duns,N,0,1
C00280255,1994,Roe Political Cmte,ex-Rep. Robert A. Roe (D-NJ),Roe Political Cmte,C00280255,PI,,D,J2300,Nexis,N,0,1
C00280271,1994,We The People,,We The People,C00280271,PU,, ,Y0000,,N,0,1
C00280321,1994,Paul Magliocchetti Assoc,,Paul Magliocchetti Assoc,C00280321,PB,,,K2000,WashReps,N,0,1
C00280339,1994,Republican Network to Elect Women,,Republican Network to Elect Women,C00280339,PI,,,J1100,Report,N,0,1
C00280412,1994,May 5 Reception Cmte,,May 5 Reception Cmte,C00280412,DP,H0TX18037,D,Z4200,Report,N,0,1
C00280479,1994,Mallinckrodt Chemical,Mallinckrodt Inc,Mallinckrodt Inc,C00280479,PB,,,M1000,Name,N,0,1
C00280529,1994,Continental Cablevision Inc,,Continental Cablevision Inc,C00280529,PB,,,C4500,S&P94,N,0,1
C00280578,1994,American Society of Internal Medicine,,American Society of Internal Medicine,C00280578,PB,,,H1130,Name,N,0,1
C00280610,1994,1993 Democratic Special Election Fund,,1993 Democratic Special Election Fund,C00280610,DP,H4CA17021,D,Z4200,,N,0,1
C00280628,1994,Wisconsin Unity Fund '93,,Wisconsin Unity Fund '93,C00280628,DP,H4WI01056,D,Z4200,Report,N,0,1
C00280636,1994,Mississippi Unity Fund '93,,Mississippi Unity Fund '93,C00280636,DP,H4MS02068,D,Z4200,Report,N,0,1
C00280644,1994,California Unity Fune '93,,California Unity Fune '93,C00280644,DP,H4CA17021,D,Z4200,Report,N,0,1
C00280651,1994,Ohio Unity Fund '93,,Ohio Unity Fund '93,C00280651,DP,H4OH02057,D,Z4200,Report,N,0,1
C00280677,1994,Draft Hardy '94,,Draft Hardy '94,C00280677,PU,H2MO00015, ,Y0000,,N,0,1
C00280701,1994,Medical Society of the State of New York,,Medical Society of the State of New York,C00280701,PB,,,H1100,Name,N,0,1
C00280719,1994,Taxpayer Voice,,Taxpayer Voice,C00280719,PU,, ,Y0000,,N,0,1
C00280735,1994,Operation Last Laugh,,Operation Last Laugh,C00280735,PU,, ,Y0000,,N,0,1
C00280743,1994,Association of American Railroads,,Association of American Railroads,C00280743,PB,,,T5100,Name,N,0,1
C00280883,1994,Computing Devices International,,Computing Devices International,C00280883,PB,,,C5100,S&P94,Y,0,1
C00280909,1994,AFL-CIO Transportation Trades Dept,AFL-CIO,AFL-CIO,C00280909,PL,,,LT000,Name,N,0,1
C00281014,1994,Warner-Nickles 1993 Cmte,,Warner-Nickles 1993 Cmte,C00281014,RP,S8VA00107,R,Z4100,,N,0,1
C00281022,1994,Cancer Treatment Center of Tulsa,,Cancer Treatment Center of Tulsa,C00281022,PB,,,H2000,Name,N,0,1
C00281048,1994,Willie Brown for Assembly,,Willie Brown for Assembly,C00281048,PI,,D,J2500,Name,N,0,1
C00281089,1994,Acorn PAC,Acorn PAC,Acorn PAC,C00281089,PI,,R,J2400,Kent,N,0,1
C00281154,1994,Democracy & Human Rights PAC,,Democracy & Human Rights PAC,C00281154,PI,,,J7000,Name,N,0,1
C00281162,1994,Miles Inc,,Miles Inc,C00281162,PB,,,M1000,S&P94,Y,0,1
C00281170,1994,America's Fund,,America's Fund,C00281170,PU,, ,Y0000,,N,0,1
C00281188,1994,Leadership for America,Phil Gramm (R-Texas),Leadership for America,C00281188,PI,,R,J2200,JFG/WSJ,N,0,1
C00281212,1994,GDE Systems Inc,,GDE Systems Inc,C00281212,PB,,,D3000,Duns,N,0,1
C00281220,1994,Youth National Organization for Tomorrow,,Youth National Organization for Tomorrow,C00281220,PI,,,J1200,Phone,N,0,1
C00281352,1994,Performance Engineering Corp,,Performance Engineering Corp,C00281352,PB,, ,Y0000,,N,0,1
C00281360,1994,S-PAC                                   ,,S-PAC,C00281360,PB,,,K2000,WR96,N,0,1
C00281410,1994,Lebanese American PAC,,Lebanese American PAC,C00281410,PI,,,J5000,Name,N,0,1
C00281428,1994,Policy Group,,Policy Group,C00281428,PB,,,F2100,Phone,N,0,1
C00281444,1994,Agri Producers & Affiliates Svc Corp,,APASCO,C00281444,PB,,,A4000,Phone,N,0,1
C00281618,1994,Total Petroleum Inc,,Total Petroleum Inc,C00281618,PB,,,E1160,S&P94,N,0,1
C00281675,1994,RC Cement,,RC Cement,C00281675,PB,,,B5100,Duns,N,0,1
C00281683,1994,Democrats with Vision,,Democrats with Vision,C00281683,PU,, ,Y0000,,N,0,1
C00281717,1994,American Traffic Safety Services Assn,,American Traffic Safety Services Assn,C00281717,PB,,,B5400,NTPA94,N,0,1
C00281733,1994,Victory '94 Cmte,,Victory '94 Cmte,C00281733,DP,S2PA00083,D,Z4200,,N,0,1
C00281824,1994,Coastal Lumber,,Coastal Lumber,C00281824,PB,,,A5000,Duns,N,0,1
C00281865,1994,Friends of Sophie Masloff,ex-Mayor Sophie Masloff (D-Pittsburgh),Friends of Sophie Masloff,C00281865,PI,,D,J2300,WebSW,N,0,1
C00281873,1994,Michigan Leaders' Fund,,Michigan Leaders' Fund,C00281873,PU,, ,Y0000,,N,0,1
C00281923,1994,Republican Fund for the 90's,Lamar Alexander,Republican Fund for the 90's,C00281923,PI,,R,J2400,JFG/WSJ,N,0,1
C00281931,1994,Vietnamese American PAC,,Vietnamese American PAC,C00281931,PI,,,J7500,Name,N,0,1
C00281964,1994,People's Advocate Inc,,People's Advocate Inc,C00281964,PI,,,J4000,WebCH,N,0,1
C00282004,1994,Committee for Responsible Government,Gov. Christine Todd Whitman (R-NJ),Committee for Responsible Government,C00282004,PI,,R,J2500,APC96,N,0,1
C00282038,1994,Sony Pictures Entertainment,Sony Corp of America,Sony Corp of America,C00282038,PB,,,C2400,S&P94,N,1,1
C00282053,1994,Nuclear Fuel Services,,Nuclear Fuel Services,C00282053,PB,,,E1320,Phone,Y,0,1
C00282103,1994,Wachovia Bank of North Carolina,Wachovia Corp,Wachovia Corp,C00282103,PB,,,F1100,S&P94,N,0,1
C00282194,1994,America First Party Inc,,America First Party Inc,C00282194,PU,, ,Y0000,,N,0,1
C00282236,1994,Teamsters Local 688,Teamsters Union,Teamsters Union,C00282236,PL,,,LT300,Name,N,0,1
C00282293,1994,Certified Grocers of California,,Certified Grocers of California,C00282293,PB,,,G2400,S&P,N,0,1
C00282319,1994,Massachusetts Congressional Victory Fund,,Massachusetts Congressional Victory Fund,C00282319,PI,,,J1100,Nexis,N,0,1
C00282327,1994,Minnesota Women's Campaign Fund,,Minnesota Women's Campaign Fund,C00282327,PI,,,J7300,Name,N,0,1
C00282335,1994,California Indian Nation PAC,,California Indian Nation PAC,C00282335,PB,,,G6550,Phone,Y,0,1
C00282459,1994,Lignite Energy Council,,Lignite Energy Council,C00282459,PB,,,E1210,Name,N,0,1
C00282558,1994,Schuller International,Manville Corp,Manville Corp,C00282558,PB,,,B5000,S&P94,N,0,1
C00282566,1994,Riverwood International,,Riverwood International,C00282566,PB,,,A5000,S&P94,N,0,1
C00282632,1994,Leadership for America Cmte,Gerald B. H. Solomon (R-NY),Leadership for America Cmte,C00282632,PI,,R,J2200,AFP96,N,0,1
C00282723,1994,Last American to Elect Phil Gramm in 96,,Last American to Elect Phil Gramm in 96,C00282723,PU,P60001344, ,Y0000,,N,0,1
C00282731,1994,Countrywide Credit Industries,,Countrywide Credit Industries,C00282731,PB,,,F4600,S&P94,N,0,1
C00282806,1994,Senate Victory Fund,Senate Victory Fund,Senate Victory Fund,C00282806,DP,S8TX00020,D,Z4200,,N,0,1
C00282848,1994,American Assn of Oriental Medicine,,American Assn of Oriental Medicine,C00282848,PB,,,H1700,Name,N,0,1
C00282863,1994,Hormel Foods,,Hormel Foods,C00282863,PB,,,G2300,Name,N,0,1
C00282871,1994,D'Amato Victory Cmte,,D'Amato Victory Cmte,C00282871,RP,S0NY00048,R,Z4100,,N,0,1
C00282921,1994,Winston & Strawn,,Winston & Strawn,C00282921,PB,,,K1000,Duns,N,0,1
C00283069,1994,Southwest Bank of Texas,,Southwest Bank of Texas,C00283069,PB,,,F1100,Duns,N,0,1
C00283077,1994,Citizens for Geake/Joint Fundraiser,,Citizens for Geake/Joint Fundraiser,C00283077,RP,H2MI13055,R,Z4100,Report,N,0,1
C00283101,1994,American AIDS PAC,,American AIDS PAC,C00283101,PI,,,JH100,Name,N,0,1
C00283135,1994,National Assn of Health Underwriters,,National Assn of Health Underwriters,C00283135,PB,,,F3200,NTPA94,N,0,1
C00283184,1994,Indian-American Leadership Invest Fund,,Indian-American Leadership Invest Fund,C00283184,PI,,,J7500,Name,N,0,1
C00283200,1994,Committee to Defeat Don Riegle,,Committee to Defeat Don Riegle,C00283200,PU,S6MI00103, ,Y0000,,N,0,1
C00283259,1994,Robert Mondavi Corp,,Robert Mondavi Corp,C00283259,PB,,,G2820,S&P94,N,0,1
C00283416,1994,Northern Illinois Conservative Council,,Northern Illinois Conservative Council,C00283416,PU,, ,Y0000,,N,0,1
C00283432,1994,Women in Leadership,,Women in Leadership,C00283432,PI,,,J7400,Report,N,0,1
C00283440,1994,Praxair Inc,,Praxair Inc,C00283440,PB,,,M1000,S&P94,N,0,1
C00283457,1994,American Medical Security Inc,,American Medical Security Inc,C00283457,PB,,,H3200,Duns,N,0,1
C00283515,1994,Leadership America,Charlie Rose (D-NC),Leadership America,C00283515,PI,,D,J2100,JFG,N,0,1
C00283523,1994,DalenPAC,,DalenPAC,C00283523,PI,,,J1100,Phone,N,0,1
C00283531,1994,Catellus Development Corp,,Catellus Development Corp,C00283531,PB,,,F4100,S&P94,N,0,1
C00283572,1994,Florida Farm Bureau,,Florida Farm Bureau,C00283572,PB,,,A6500,Name,N,0,1
C00283630,1994,Virginia Victory Fund,,Virginia Victory Fund,C00283630,DP,S8VA00156,D,Z4200,Report,N,0,1
C00283986,1994,Chevy Chase Savings Bank,,Chevy Chase Savings Bank,C00283986,PB,,,F1200,Name,N,0,1
C00283994,1994,MD PAC,,MD PAC,C00283994,PU,, ,Y0000,,N,0,1
C00284018,1994,Vermont Right to Life,Right to Life,Right to Life,C00284018,PI,,,J7120,Name,N,0,1
C00284240,1994,Penncorp Financial Services Inc,,Penncorp Financial Services Inc,C00284240,PB,, ,Y0000,,N,0,1
C00284570,1994,Enterprise America,,Enterprise America,C00284570,PU,, ,Y0000,,N,0,1
C00284596,1994,Klein Bank,,Klein Bank,C00284596,PB,,,F1100,Duns,N,0,1
C00284646,1994,Central Benefits Insurance,,Central Benefits Insurance,C00284646,PB,,,F3100,PhCD,N,0,1
C00284653,1994,Greater Atlantic Health Service,,Greater Atlantic Health Service,C00284653,PB,,,H3700,PhCD,N,0,1
C00284810,1994,Marriott International,,Marriott International,C00284810,PB,,,T9100,S&P94,Y,0,1
C00284836,1994,Warren Equipment Co,,Warren Equipment Co,C00284836,PB,, ,Y0000,,N,0,1
C00284885,1994,Home Depot,,Home Depot,C00284885,PB,,,G4500,S&P94,N,0,1
C00284950,1994,National Republican Victory Club,,National Republican Victory Club,C00284950,PI,,,J1100,Name,N,0,1
C00284968,1994,Republican Majority Fund,Republican Majority Fund,Republican Majority Fund,C00284968,PI,,,J1100,Name,N,0,1
C00284976,1994,Senate Victory '94,,Senate Victory '94,C00284976,DP,S6NY00052,D,Z4200,Report,N,0,1
C00285049,1994,PLC Victory Fund,,PLC Victory Fund,C00285049,PI,,,J1100,Pattern,N,0,1
C00285098,1994,Big Tent PAC,Arlen Specter (R-Pa),Big Tent PAC,C00285098,PI,,R,J2200,JFG/Report,N,0,1
C00285106,1994,West One Bank/Washington,West One Bancorp,West One Bancorp,C00285106,PB,,,F1100,S&P94,N,0,1
C00285387,1994,Countdown to Majority,Bill McCollum (R-Fla),Countdown to Majority,C00285387,PI,,R,J2200,JFG,N,0,1
C00285411,1994,Airtouch Communications,,Airtouch Communications,C00285411,PB,,,C4300,Phone,N,0,1
C00285429,1994,Blue Circle America,,Blue Circle America,C00285429,PB,,,B5100,S&P94,N,0,1
C00285437,1994,Florida Artspac,,Florida Artspac,C00285437,PU,, ,Y0000,,N,0,1
C00285593,1994,Carpenters Union/Southern California,Carpenters & Joiners Union,Carpenters & Joiners Union,C00285593,PL,,,LB100,Name,N,0,1
C00285742,1994,Democratic Victory Fund 94,Democratic Victory Fund 94,Democratic Victory Fund 94,C00285742,DP,S2PA00083,D,Z4200,,N,0,1
C00285783,1994,Kansas Farm Bureau,,Kansas Farm Bureau,C00285783,PB,,,A6500,WebDS,N,0,1
C00286013,1994,Celebration '94,,Celebration '94,C00286013,DP,S2NM00021,D,Z4200,Report,N,0,1
